Group,Date,Class,Type,Number,Link
-KAM,06-21-23,-K,AM,-K_21.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/AM/-K_21.jpg
-KAM,06-21-23,-K,AM,-K_20.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/AM/-K_20.jpg
-KAM,06-15-23,-K,AM,-K_7.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-K/AM/-K_7.jpg
-KAM,06-18-23,-K,AM,-K_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-18-23/-K/AM/-K_16.jpg
-KAMF,06-22-23,-K,AMF,-K_19.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/AMF/-K_19.jpg
-KAMF,06-20-23,-K,AMF,-K_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/AMF/-K_22.jpg
-KAMF,06-20-23,-K,AMF,-K_3.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/AMF/-K_3.jpg
-KAMF,06-22-23,-K,AMF,-K_18.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/AMF/-K_18.jpg
-KAMF,06-24-23,-K,AMF,-K_3.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/AMF/-K_3.jpg
-KAMF,06-26-23,-K,AMF,-K_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/AMF/-K_5.jpg
-KAMF,06-24-23,-K,AMF,-K_21.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/AMF/-K_21.jpg
-KAMF,06-26-23,-K,AMF,-K_62.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/AMF/-K_62.jpg
-KAMF,06-20-23,-K,AMF,-K_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/AMF/-K_5.jpg
-KAMF,06-21-23,-K,AMF,-K_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/AMF/-K_11.jpg
-KAMF,06-24-23,-K,AMF,-K_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/AMF/-K_5.jpg
-KAMF,06-26-23,-K,AMF,-K_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/AMF/-K_16.jpg
-KAMF,06-23-23,-K,AMF,-K_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-K/AMF/-K_22.jpg
-KAMF,06-22-23,-K,AMF,-K_20.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/AMF/-K_20.jpg
-KAMF,06-26-23,-K,AMF,-K_50.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/AMF/-K_50.jpg
-KAMF,06-22-23,-K,AMF,-K_1.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/AMF/-K_1.jpg
-KAMF,06-26-23,-K,AMF,-K_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/AMF/-K_10.jpg
-KAMF,06-21-23,-K,AMF,-K_20.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/AMF/-K_20.jpg
-KAMF,06-22-23,-K,AMF,-K_9.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/AMF/-K_9.jpg
-KAMF,06-15-23,-K,AMF,-K_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-K/AMF/-K_6.jpg
-KPM,06-26-23,-K,PM,-K_29.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PM/-K_29.jpg
-KPM,06-21-23,-K,PM,-K_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/PM/-K_4.jpg
-KPM,06-15-23,-K,PM,-K_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-K/PM/-K_8.jpg
-KPM,06-20-23,-K,PM,-K_3.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/PM/-K_3.jpg
-KPM,06-24-23,-K,PM,-K_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/PM/-K_22.jpg
-KPM,06-26-23,-K,PM,-K_50.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PM/-K_50.jpg
-KPM,06-20-23,-K,PM,-K_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/PM/-K_2.jpg
-KPM,06-21-23,-K,PM,-K_23.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/PM/-K_23.jpg
-KPM,06-25-23,-K,PM,-K_16.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-K/PM/-K_16.jpg
-KPM,06-26-23,-K,PM,-K_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PM/-K_11.jpg
-KPM,06-25-23,-K,PM,-K_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-K/PM/-K_4.jpg
-KPM,06-20-23,-K,PM,-K_9.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/PM/-K_9.jpg
-KPM,06-26-23,-K,PM,-K_19.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PM/-K_19.jpg
-KPM,06-23-23,-K,PM,-K_21.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-K/PM/-K_21.jpg
-KPM,06-26-23,-K,PM,-K_13.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PM/-K_13.jpg
-KPM,06-21-23,-K,PM,-K_5.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/PM/-K_5.jpg
-KPM,06-18-23,-K,PM,-K_18.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-18-23/-K/PM/-K_18.jpg
-KPM,06-26-23,-K,PM,-K_27.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PM/-K_27.jpg
-KPM,06-17-23,-K,PM,-K_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-K/PM/-K_6.jpg
-KPM,06-16-23,-K,PM,-K_4.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-K/PM/-K_4.jpg
-KPMF,06-22-23,-K,PMF,-K_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/PMF/-K_2.jpg
-KPMF,06-24-23,-K,PMF,-K_17.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/PMF/-K_17.jpg
-KPMF,06-20-23,-K,PMF,-K_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/PMF/-K_22.jpg
-KPMF,06-22-23,-K,PMF,-K_19.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/PMF/-K_19.jpg
-KPMF,06-22-23,-K,PMF,-K_9.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-K/PMF/-K_9.jpg
-KPMF,06-20-23,-K,PMF,-K_20.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-K/PMF/-K_20.jpg
-KPMF,06-24-23,-K,PMF,-K_20.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/PMF/-K_20.jpg
-KPMF,06-26-23,-K,PMF,-K_58.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PMF/-K_58.jpg
-KPMF,06-26-23,-K,PMF,-K_48.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PMF/-K_48.jpg
-KPMF,06-24-23,-K,PMF,-K_23.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/PMF/-K_23.jpg
-KPMF,06-24-23,-K,PMF,-K_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/PMF/-K_22.jpg
-KPMF,06-26-23,-K,PMF,-K_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PMF/-K_11.jpg
-KPMF,06-23-23,-K,PMF,-K_23.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-K/PMF/-K_23.jpg
-KPMF,06-23-23,-K,PMF,-K_19.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-K/PMF/-K_19.jpg
-KPMF,06-26-23,-K,PMF,-K_49.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PMF/-K_49.jpg
-KPMF,06-26-23,-K,PMF,-K_24.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-K/PMF/-K_24.jpg
-KPMF,06-24-23,-K,PMF,-K_11.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-K/PMF/-K_11.jpg
-KPMF,06-21-23,-K,PMF,-K_2.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-K/PMF/-K_2.jpg
-KPMF,06-23-23,-K,PMF,-K_1.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-K/PMF/-K_1.jpg
-KPMF,06-15-23,-K,PMF,-K_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-K/PMF/-K_6.jpg
-NAM,06-23-23,-N,AM,-N_35.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AM/-N_35.jpg
-NAM,06-25-23,-N,AM,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/AM/-N_53.jpg
-NAM,06-17-23,-N,AM,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/AM/-N_32.jpg
-NAM,06-23-23,-N,AM,-N_24.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AM/-N_24.jpg
-NAM,06-25-23,-N,AM,-N_30.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/AM/-N_30.jpg
-NAM,06-15-23,-N,AM,-N_50.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/AM/-N_50.jpg
-NAM,06-21-23,-N,AM,-N_21.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-N/AM/-N_21.jpg
-NAM,06-16-23,-N,AM,-N_37.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/AM/-N_37.jpg
-NAM,06-17-23,-N,AM,-N_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/AM/-N_8.jpg
-NAM,06-20-23,-N,AM,-N_61.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-N/AM/-N_61.jpg
-NAM,06-22-23,-N,AM,-N_43.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-N/AM/-N_43.jpg
-NAM,06-26-23,-N,AM,-N_42.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/AM/-N_42.jpg
-NAM,06-15-23,-N,AM,-N_23.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/AM/-N_23.jpg
-NAM,06-24-23,-N,AM,-N_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-N/AM/-N_6.jpg
-NAM,06-26-23,-N,AM,-N_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/AM/-N_22.jpg
-NAM,06-16-23,-N,AM,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/AM/-N_53.jpg
-NAM,06-23-23,-N,AM,-N_27.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AM/-N_27.jpg
-NAM,06-15-23,-N,AM,-N_17.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/AM/-N_17.jpg
-NAM,06-25-23,-N,AM,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/AM/-N_32.jpg
-NAM,06-23-23,-N,AM,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AM/-N_32.jpg
-NAMF,06-23-23,-N,AMF,-N_35.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AMF/-N_35.jpg
-NAMF,06-25-23,-N,AMF,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/AMF/-N_53.jpg
-NAMF,06-17-23,-N,AMF,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/AMF/-N_32.jpg
-NAMF,06-23-23,-N,AMF,-N_24.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AMF/-N_24.jpg
-NAMF,06-25-23,-N,AMF,-N_30.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/AMF/-N_30.jpg
-NAMF,06-15-23,-N,AMF,-N_50.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/AMF/-N_50.jpg
-NAMF,06-21-23,-N,AMF,-N_21.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-N/AMF/-N_21.jpg
-NAMF,06-16-23,-N,AMF,-N_37.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/AMF/-N_37.jpg
-NAMF,06-17-23,-N,AMF,-N_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/AMF/-N_8.jpg
-NAMF,06-20-23,-N,AMF,-N_61.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-N/AMF/-N_61.jpg
-NAMF,06-22-23,-N,AMF,-N_43.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-N/AMF/-N_43.jpg
-NAMF,06-26-23,-N,AMF,-N_42.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/AMF/-N_42.jpg
-NAMF,06-15-23,-N,AMF,-N_23.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/AMF/-N_23.jpg
-NAMF,06-24-23,-N,AMF,-N_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-N/AMF/-N_6.jpg
-NAMF,06-26-23,-N,AMF,-N_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/AMF/-N_22.jpg
-NAMF,06-16-23,-N,AMF,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/AMF/-N_53.jpg
-NAMF,06-23-23,-N,AMF,-N_27.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AMF/-N_27.jpg
-NAMF,06-15-23,-N,AMF,-N_17.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/AMF/-N_17.jpg
-NAMF,06-25-23,-N,AMF,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/AMF/-N_32.jpg
-NAMF,06-23-23,-N,AMF,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/AMF/-N_32.jpg
-NPM,06-23-23,-N,PM,-N_35.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PM/-N_35.jpg
-NPM,06-25-23,-N,PM,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/PM/-N_53.jpg
-NPM,06-17-23,-N,PM,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/PM/-N_32.jpg
-NPM,06-23-23,-N,PM,-N_24.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PM/-N_24.jpg
-NPM,06-25-23,-N,PM,-N_30.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/PM/-N_30.jpg
-NPM,06-15-23,-N,PM,-N_50.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/PM/-N_50.jpg
-NPM,06-21-23,-N,PM,-N_21.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-N/PM/-N_21.jpg
-NPM,06-16-23,-N,PM,-N_37.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/PM/-N_37.jpg
-NPM,06-17-23,-N,PM,-N_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/PM/-N_8.jpg
-NPM,06-20-23,-N,PM,-N_61.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-N/PM/-N_61.jpg
-NPM,06-22-23,-N,PM,-N_43.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-N/PM/-N_43.jpg
-NPM,06-26-23,-N,PM,-N_42.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/PM/-N_42.jpg
-NPM,06-15-23,-N,PM,-N_23.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/PM/-N_23.jpg
-NPM,06-24-23,-N,PM,-N_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-N/PM/-N_6.jpg
-NPM,06-26-23,-N,PM,-N_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/PM/-N_22.jpg
-NPM,06-16-23,-N,PM,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/PM/-N_53.jpg
-NPM,06-23-23,-N,PM,-N_27.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PM/-N_27.jpg
-NPM,06-15-23,-N,PM,-N_17.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/PM/-N_17.jpg
-NPM,06-25-23,-N,PM,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/PM/-N_32.jpg
-NPM,06-23-23,-N,PM,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PM/-N_32.jpg
-NPMF,06-23-23,-N,PMF,-N_35.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PMF/-N_35.jpg
-NPMF,06-25-23,-N,PMF,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/PMF/-N_53.jpg
-NPMF,06-17-23,-N,PMF,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/PMF/-N_32.jpg
-NPMF,06-23-23,-N,PMF,-N_24.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PMF/-N_24.jpg
-NPMF,06-25-23,-N,PMF,-N_30.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/PMF/-N_30.jpg
-NPMF,06-15-23,-N,PMF,-N_50.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/PMF/-N_50.jpg
-NPMF,06-21-23,-N,PMF,-N_21.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/-N/PMF/-N_21.jpg
-NPMF,06-16-23,-N,PMF,-N_37.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/PMF/-N_37.jpg
-NPMF,06-17-23,-N,PMF,-N_8.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-17-23/-N/PMF/-N_8.jpg
-NPMF,06-20-23,-N,PMF,-N_61.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-20-23/-N/PMF/-N_61.jpg
-NPMF,06-22-23,-N,PMF,-N_43.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-22-23/-N/PMF/-N_43.jpg
-NPMF,06-26-23,-N,PMF,-N_42.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/PMF/-N_42.jpg
-NPMF,06-15-23,-N,PMF,-N_23.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/PMF/-N_23.jpg
-NPMF,06-24-23,-N,PMF,-N_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-24-23/-N/PMF/-N_6.jpg
-NPMF,06-26-23,-N,PMF,-N_22.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-26-23/-N/PMF/-N_22.jpg
-NPMF,06-16-23,-N,PMF,-N_53.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-16-23/-N/PMF/-N_53.jpg
-NPMF,06-23-23,-N,PMF,-N_27.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PMF/-N_27.jpg
-NPMF,06-15-23,-N,PMF,-N_17.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/-N/PMF/-N_17.jpg
-NPMF,06-25-23,-N,PMF,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/-N/PMF/-N_32.jpg
-NPMF,06-23-23,-N,PMF,-N_32.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-23-23/-N/PMF/-N_32.jpg
FNAM,06-25-23,FN,AM,C_6.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-25-23/FN/AM/C_6.jpg
FNAM,06-18-23,FN,AM,C_7.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-18-23/FN/AM/C_7.jpg
FNAM,06-19-23,FN,AM,C_10.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-19-23/FN/AM/C_10.jpg
FNAM,06-21-23,FN,AM,C_7.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-21-23/FN/AM/C_7.jpg
FNAM,06-15-23,FN,AM,C_3.jpg,https://raw.githubusercontent.com/queaaa/Deficient-Lettuce-Plants/main/06-15-23/FN/AM/C_3.jpg
